name,numDownloadsMin,fileSize,price,aggregateRating,ratingCount
Good Guys with Guns,500,"2,9M",0.75,4.68181800842285,44
Dino Kampf 3D,1000,32M,0,4.2615385055542,65
Traumhaus-Design,1000,"2,2M",0,3.09523820877075,42
NeedsMap,10000,"1,2M",0,4.05747127532959,87
Biohazard Zeichen HD Wallpaper,500,"2,5M",0,2.5,8
X Ray Scanner Joke,5000,"4,0M",0,2.86238527297974,109
GunBox,100,645k,0.68,5,3
Healthy Food Wallpaper HD,500,1.021k,0,3.71428561210632,7
Trinken Sie Wasser Gewicht ver,100,"2,1M",0,2.61538457870483,13
??GALAXY S4????,1000,35M,0,4.33333349227905,15
Night City Racing Speedy Rausc,1000,"2,4M",0,3.93333339691162,30
ShotSynth,1000,"7,1M",0,4,23
Abloadtool (abload.de),5000,809k,0,3.94680857658386,94
Na Hora Certa,10000,"1,4M",0,3.5747127532959,87
Große Crafts Show HD Wallpaper,100,"1,8M",0,4,7
Ohmaster,100,119k,1.45,4.64705896377564,17
????,100,"5,1M",0,5,9
Fancy Nails ultimative Idee,500,"2,2M",0,4.5,8
Kerze Battery Widget,1000,"1,4M",0,3.04347825050354,23
The Director,0,671M,7.06,0,0
Lustige Katzen Gag,1000,"2,7M",0,3.58333325386047,12
Tractive MOTION,100,11M,0,4.692307472229,13
Laserschwert Play Game,1000,"1,9M",0,3.11111116409302,18
MW140BT for Android 2.x,500,24k,0,3.5,8
?????????????????,100,301k,0,5,2
Fashion Day Nails Design-Ideen,100,"2,2M",0,3.73684215545654,19
Niedlichen Welpen-Gesicht HD W,1000,"2,2M",0,3.96551728248596,29
HardCast Pro,10,635k,0.99,5,1
Rennräder HD Wallpapers,100,"2,4M",0,3.40000009536743,15
Electro Shock Screen-Streich,0,"3,4M",0,3.61290311813354,31
Cute Kitten Gesichter Wall,500,"2,7M",0,3.71428561210632,21
US Army Combat Training/Pistol,100,"1,2M",0.67,1,1
Racing Penguin,100,23M,0,4.14285707473755,21
Military Ammo Residue Calc,500,"1,6M",0,3,2
Sweet Home Decoration,100,"2,4M",0,3.5,2
NFC Demo App by SIC,1000,"3,9M",0,4.57142877578735,21
Popular Handgun Ballistic Data,50,62k,2.36,1,1
Lustige Kätzchen HD Wallpaper,1000,"2,4M",0,4.375,16
Gewicht verlieren Zusammen,500,"2,4M",0,3.75,16
Planet HD Wallpaper Ringe,100,"2,4M",0,4.14285707473755,7
358 Winchester Ballistics Data,1,198k,0.76,5,1
Motorleinwand Shock Prank,1000,"3,4M",0,3.14705872535706,34
Transparenter Bildschirm Joke,1000,"4,4M",0,3.33333325386047,54
22 K-Hornet Ballistics Data,10,54k,0.75,0,0
6mm Remington Ballistics Data,10,199k,0.75,0,0
Mauser pistol M1914 explained,1,10M,6.66,0,0
Kabar PKS,10,"4,1M",0,5,1
Alpha Gun Pro,10,84M,1,4,1
Gesundes Essen für Weight Loss,1000,"1,1M",0,3.11111116409302,9
41 Remington Magnum Ballistics,10,54k,0.75,0,0
454 Casull Ballistics Data,10,198k,0.74,5,1
6mm PPC Ballistics Data,10,54k,0.75,0,0
Taurus Magazine,100,13M,0,5,1
Fabulous Old Cars HD Wallpaper,500,"2,6M",0,3.625,8
357 Sig Ballistics Data,10,180k,0.77,0,0
Flappy Copters,10,11M,0,0,0
????,100,"7,4M",0,3.66666674613953,3
Funny Animals HD Wallpapers,500,"2,8M",0,2.5,4
FN pistol model 1903 explained,1,19M,6.66,0,0
Math Play,1,268k,0,5,1
French MAB D pistol explained,0,12M,6.05,0,0
ICC World Cup 2015,50,"2,2M",0,4,8
LEATHER HIDES UK LTD,10,37k,0,0,0
The Luger models explained,0,11M,6.66,0,0
Good Newz Magazine,50,217k,0,5,1
Pistolet Steyr 1912 expliqué,0,"8,3M",6.05,0,0
Bayard pistol 1908 explained,1,14M,6.66,5,1
Pistolet MAB D expliqué,1,12M,6.05,0,0
Pistolet Mauser C96 expliqué,1,12M,6.05,0,0
X-Ray Scanner-Streich,0,"4,1M",0,3.5,16
Pinfire revolvers explained,1,14M,6.05,0,0
Mauser C96 explained,1,11M,6.66,0,0
Optotipos VC-Galaxy_Tab7_demo,10,196k,0,0,0
Shocker Bildschirm Elektro-Str,0,"3,4M",0,4.30000019073486,20
The Secret of Hearts Plus,0,778k,0.79,0,0
Pistolet Pieper Bayard 1908,0,14M,6.05,0,0
Revolvers à broche expliqués,0,14M,6.05,0,0
Pistolets Tokarev et Makarov,0,"8,9M",6.05,0,0
Zusammenfassung künstlerischen,100,"1,9M",0,1.33333337306976,3
Modèles de pistolets Luger,0,12M,6.05,0,0
Cave Zombies,10,18M,0,2.33333325386047,6
Pistolet Mauser 1914 expliqué,0,11M,6.05,0,0
38-55 Winchester Ballistics,50,197k,0,0,0
32-20 Winchester Ballistics,50,197k,0,0,0
338 Rem Ultra Mag Ballistics,5,54k,0.76,0,0
External Solid State Reviews,50,394k,0,0,0
CZ-27 pistol explained,1,11M,5.93,0,0
Bernard Robichaud App/Ringtone,10,119k,0.72,5,4
ProGun,500,954k,0,3.71428561210632,7
Steyr pistol Model 1912,1,"8,2M",6.05,0,0
Pistolet CZ-27 expliqué,1,10M,6.05,5,1
Mobile Shooting Gallery,500,11M,0,2.33333325386047,3
Halloween Scary Ideen,1000,"1,9M",0,3.5625,16
C.D. Jarama,10,885k,1.59,5,2
Galaxy und Planet HD Wallpaper,500,"2,7M",0,3.5,16
Live Wallpaper,1000,"2,4M",0,3.79310345649719,58
Healthy Food-Ideen + Wallpaper,500,"2,9M",0,4,2
Französisch Zöpfe Ultimative I,100,"2,3M",0,4.06666660308838,15
Gun Dudes Radio Podcast,100,"2,8M",0.75,4.9375,16
Dress Your Petro wie man es ma,500,"2,0M",0,3.13636374473572,22
Zombie Killer - Out Of Time,1000,27M,0,3.93939399719238,33
Live Wallpaper Hell,1000,"1,9M",0,3.5238094329834,21
Legendary Cars HD Wallpapers,1000,"2,4M",0,3.29411768913269,17
"Einfache Tipps, Gewicht zu ver",500,"2,4M",0,3.66666674613953,9
Essen Receipts Gewicht verlier,100,"2,5M",0,4,3
AR Arsenal - FREE FPS Gun App,10000,"2,9M",0,3.6378378868103,185
Lustige Hamster HD Wallpaper,1000,"2,7M",0,3.51162791252136,43
Fancy Nails Factory-,5000,"1,9M",0,3.15217399597168,46
Reloading Ballistics,1000,,2.99,3.02325582504272,43
CS Guns Animated,10000,,0,3.70792078971863,202
Social Fútbol - Resultados,10000,"1,9M",0,4.33525991439819,173
PaperChibi Lite,10000,33M,0,3.89862322807312,799
The Dead Town: Walking Zombies,1000,139M,2.98,3.68181824684143,88
HardCast,1000,636k,0,4.63157892227173,57
Flappy Yeet,100000,11M,0,3.85309648513794,2083
Q1370,5,"5,7M",0,0,0
My Evolution 9,10,"6,5M",0,2.5,2
Colour Clock,10,45k,0,0,0
La Boite A Counter Strike,100000,"2,7M",0,4.03138065338135,478
40Top Questions About Islam,10,"1,3M",0,0,0
Fallout New Vegas Guns,100000,31M,0,4.11137771606445,2083
AGENT:GUNNER (AD-Supported),10000,14M,0,4.07483005523682,294
Ley de los Impuestos Generales,1000,"2,7M",0,3.90625,32
Hybrid Tech,10,"6,3M",0,5,2
Arnold Says,500000,"1,1M",0,3.89868426322937,1524
Immunizate,1,12M,0.5,0,0
Handgun Waffe Schüsse,100000,"3,0M",0,3.79707908630371,1301
Media Studio2,100,,0,4.21052646636963,19
Motocross-Rennen,50000,"1,8M",0,3.25820565223694,457
Leisure Car Rental,10,279k,0,5,3
Falam Bible,5000,"2,4M",0,4.44660186767578,103
Bass Guitar Lesson by KenKen,100,15M,3.55,4.13333320617676,15
Holy Bible (BBE),10000,"1,8M",0,4.22627735137939,137
AGENT:SHOOTER (AD-Supported),500000,30M,0,4.50956201553345,8851
3D Rebel Flag Live Wallpaper,100000,"1,7M",0,4.42857122421265,2198
FREE Stock Trading Course,50,261k,0,0,0
"TingApp, per chi va in moto",10000,511k,0,4.53900718688965,282
Words Which Gives Energy,10,953k,0,5,2
Strelja?ki klub Metak Osijek,50,10M,0,5,2
Math game - Make Zeros,10,"2,3M",0,5,4
GIF Maker,500000,"9,8M",0,3.84949970245361,4598
Beat ISIS Weapons soundboard,1,"2,1M",0,0,0
Hope Channel,1000,"1,6M",0.89,4.09999990463257,50
N-02E ?????,10000,822k,0,3.40816330909729,49
DroidProp,10000,"6,1M",0,4.3439154624939,378
IBM Informix 12.1 System Admin,5,500k,5.52,0,0
Hope Channel Free,10000,"1,6M",0,4.52941179275513,153
"Die Bibel, Luther Bibel",10000,"1,9M",0,4.34554958343506,191
Samsung Print Service Plugin,100000000,12M,0,4.06210947036743,66576
2014? ??? 9???? ???9,50,36M,0,5,1
English Spanish Dictionary Fr,50000,"4,4M",0,4.0632529258728,332
U.S. Army M9-M11 Pistol Manual,5,"1,2M",0.75,0,0
Dead Sea Puzzle,100,"4,1M",0,3.33333325386047,3
Congressman Sander Levin App,100,"4,8M",0,4,4
DoItYourselfSubMachineGun,5,"1,2M",1.15,1,1
Camera Shot,10,529k,0.81,0,0
Soccer 10,100,"2,9M",0,3.58333325386047,12
????????? ?????,5000,20M,2.08,4.24074077606201,54
Russian Bible,50000,"1,8M",0,4.47008562088013,468
Grandi alberi dei Nebrodi,100,"1,7M",0,4.18181800842285,11
Combat Training With Pistols,10,"3,9M",0.91,0,0
Top50 C# Interview Questions,100,672k,0,3,1
Guns,1000,11M,0,3.59999990463257,5
Myanmar Zodiac,50000,"5,0M",0,4.31194019317627,1340
hubiC,50000,"3,1M",0,3.92743253707886,1819
PistolTimer,5000,503k,0,4.54321002960205,81
Misc Calculator,1000,173k,0,3.5,6
Free Softball Lessons,100,805k,0,0,0
The Tamil Bible,50000,"1,4M",0,4.510009765625,1049
GunApp 3D (The Original),5000,17M,1,4.12318849563599,138
Guntastic - Pistol Shooting,5000,19M,0,4.01754379272461,57
Music Picker,10000,"1,2M",0,3.82857131958008,35
"Ischia Guide, Hotels, Weather",500,"3,9M",0,4,9
???????? ?????,10000,19M,2.08,4.25563907623291,133
Holy Bible (RSV),100000,"1,8M",0,4.22026443481445,681
Thidwick - Dr. Seuss,10,34M,3.62,0,0
AR-15 Maschinengewehr,500000,472k,0,3.74362254142761,1568
GunApp 3D FREE (The Original),500000,17M,0,4.12992525100708,2827
???????? ????,10000,13M,2.08,3.47280335426331,239
NX-M 9mm F3.5 ED Tutorial,5,"8,8M",0,0,0
Le Parisien,1000000,"9,4M",0,3.68737435340881,10458
DualPistols,10000,31M,0,3.4972677230835,183
Sudoku FX,500,27M,0,4.27272748947144,22
"Carbines,Machine,Stem,9mm,Mks",1,"2,8M",0.79,0,0
iwedplanner -wedding planning,1000,10M,0,2.72222232818604,18
Media Studio,500000,,0,3.53803849220276,6546
RadioVenezuela (Includes TV),100,10M,0,4.73333311080933,15
Holy Bible (KJV),100000,"1,8M",0,4.35755681991577,2243
Olympas 9mm F8 FishEye Lens,100,"8,6M",0,2.66666674613953,3
ArteLauncherTheme 9mm REVOLVER,5,"1,4M",0.71,4,1
Brüssel BRU Flughafen Flüge,1000,16M,0,3.55555558204651,9
Combat Training Pistols 9mm,10,13M,0.73,0,0
????Chestionare AUTO????,10,18M,1,4.80000019073486,10
Head Lice Treatment,1000,292k,0,3.8148148059845,27
ANGRY BOTS 9MB,500000,22M,0,3.6163375377655,2987
Holy Bible (NKJV),1000000,"1,8M",0,4.39672327041626,8850
9 mm - nueve milimetros,1000,"3,6M",0,3.8461537361145,13
Accent tag,1000,714k,0,3.36363625526428,22
Oops!,50000,"3,2M",0,3.09999990463257,290
9mm Luger Ballistics Data,100,54k,0.78,3.33333325386047,3
? ???,50,"1,0M",0,0,0
Astronomy picture of the day,1000,427k,0,3.97826075553894,46
Free Cheerleading Lesson,1000,812k,0,3.63636374473572,11
India Tech News,50,"4,0M",0,5,5
Jagannath Ji 3D Live Wallpaper,1000,"1,2M",0,4.54545450210571,44
Talking Babsy Baby: Baby Games,10000000,41M,0,4.05245685577393,62113
Zombie Infection,100000,311M,0,3.67873859405518,11956
,1000,"4,0M",0,4.11363649368286,44
Canal 10,5000,723k,0,3.76363635063171,55
ICD HD 2012,500,37M,2.2,3.5,22
Canard Jeux Vidéo,5000,"8,6M",0,3.61224484443665,147
"mC-LBox - 4all, 4free",1000,"9,1M",0,3.875,8
Pistola Glock 9MM,50000,"4,9M",0,3.70886087417603,395
Distant Suns-Live Wallpaper,5000,28M,0,3.95000004768372,80
?????,5000,11M,0,3.75,32
Russian WWII Posters,10000,"3,0M",0,4.55072450637817,138
NHL Hardest Shot™,1000,"2,2M",1.54,3.7173912525177,46
Social Diabetes,10000,"4,8M",0,4.42678594589233,1120
Berlin Metro (U-Bahn) Karte,10000,"1,6M",0,3.50724649429321,69
KC Poached Eggs Tomato Sauce,10,"6,2M",0,0,0
Golf GPS Scorecard,10000,"7,6M",0,4.02542352676392,118
GEINTE-LI,50,"2,7M",0,0,0
Calculadora Científica de Amor,50,"1,8M",0,5,1
Boyaa Texas Poker,1000000,13M,0,4.3151535987854,29136
E-Juice Mixer,100,"1,3M",0,4,2
Music Download v2,50000,838k,0,3.84479117393494,2371
Cat Supplies Reviews,1,365k,0,0,0
"Rádio Belém - 87,9 FM",10,"1,1M",0,5,1
Mortal Kombat Moves,100000,"1,0M",0,4.30493021011353,1866
Terremoti Italia No Banner,1000,776k,1.53,4.69696950912476,198
Dog Supplies Reviews,10,364k,0,0,0
?????? ?????????,100,27M,0,5,6
Pet Supply of 2014,10,365k,0,0,0
PharmaGuide GCC,1000,"1,3M",0,3.83333325386047,18
Lifecake - Baby Photo Timeline,10000,12M,0,4.5271430015564,700
Mac 9L0-415 Prep Exam,0,"6,1M",12.8,0,0
CLOWNS,10000,"2,7M",0,4.0789475440979,38
TubeStarz - BMX,1,"2,4M",0.72,0,0
JCUSA iCampus,500,"8,9M",0,4.75,4
Tiny Tanks,50000,28M,0,3.94125866889954,715
Pet Love,0,32M,0.73,0,0
Fiszki - Fiszkoteka® Android,10000,13M,0,4.33333349227905,1119
Happy Pig (?????????? ?????),1,"4,8M",0,0,0
Pet Love Lite,100,32M,0,5,2
Hours From Now,10,409k,0,3,2
10??? ???,1000,"4,3M",0,3.125,8
??????,1000,"2,5M",0,3.66666674613953,9
Hot Girls Photos Alyssa Smith,1000,"9,6M",0,3.78571438789368,14
???? ??? ??,5000,"1,7M",0,4.11111116409302,9
OnSite Calendars,5000,"1,9M",0,3.83333325386047,12
HDRCX260V Camcorder Reviews,5000,"1,5M",0,4.19999980926514,40
Scientific Calculator,100,"9,2M",0,4.25,8
Science vs Magic,100000,46M,0,3.6181046962738,6363
Soy Sauce Homework,10,"1,3M",0,0,0
AerialGolfCaddy-Greenway Hall,1,144M,5.23,0,0
1-Click WiFi Tether No Root,500000,550k,0,3.8001012802124,3947
Stock Wallpapers,1000,"1,3M",0,3.90909099578857,33
Math Pack Flash Cards,100000,738k,0,4.25669622421265,448
Topps BUNT,50000,24M,0,3.97583556175232,1945
Medi1Tv Maroc,100000,"4,0M",0,4.00669622421265,448
Love Games,50000,"3,0M",0,3.95121955871582,164
Canada Radio,100,"2,0M",0,5,2
"The Lone Star Ranger, Grey",5,309M,0.74,0,0
100 Richest People,10,"1,8M",7.26,0,0
Score Master Lite,100000,"1,8M",0,4.17883205413818,274
Notepad To Do,10000,"1,4M",0,4.09595966339111,396
????? HD : ?? ??? ??,1000000,"7,1M",0,4.31603145599365,12466
Windows 9 HD Theme,1000,"2,6M",0,4.44000005722046,75
Prognosis : Infectious Disease,10000,"2,3M",0,4.53319931030273,497
Dress Up Maidens Büro Styles,100000,14M,0,3.96847629547119,571
Masal Dinle ( ?nternetsiz),100000,33M,0,4.12559795379639,836
LaPlayer light,100000,"1,6M",0,4.3805456161499,2457
Radios de Argentina,50000,"2,6M",0,4.08826923370361,861
Sega Genesis(MD),100000,"1,6M",0,3.81270241737366,1543
??-??????,100000,"8,9M",0,3.99058818817139,850
Weihnachtslieder kostenlos,100000,"6,5M",0,4.16772651672363,1258
SMS Magie Text,100000,"2,9M",0,4.44452619552612,5444
Whales Songs zu schlafen,100000,"4,9M",0,4.37215375900269,1537
Axel Voyager,100000,"2,6M",0,3.9011070728302,1355
Tesco Online Malaysia,50000,"6,1M",0,3.87275075912476,778
Budget,100000,480k,0,3.94996953010559,1639
24Dialer,100000,537k,0,3.83204412460327,905
scientific calculator,100000,759k,0,4.10965442657471,839
Hanuman the ultimate game,100000,12M,0,4.22156047821045,1679
Dolphins Songs zu schlafen,100000,"5,0M",0,4.42026805877686,1342
Quadcopter FX Simulator,100000,14M,0,3.7340714931488,5509
Sparkasse+,100000,,0.89,4.22429752349854,6910
?????Q-???ARPG????????????????,100000,47M,0,4.11602401733398,10584
Zonne systeem 3D,100000,50M,0,4.34399271011353,5410
AndroGens,500000,"1,6M",0,3.87612438201904,6338
Lamusica,100000,"4,6M",0,4.37266683578491,3161
9d+ (Nono Dígito),100000,402k,0,4.3776330947876,13529
Winter Live Hintergründe,100000,"8,5M",0,4.20012664794922,4737
?????????,10000,23M,0,4.08219194412231,365
Tuner - DaTuner Pro,10000,535k,2.79,4.81318664550781,819
,10000,"4,9M",0,4.16585350036621,410
The Star 9,50000,27M,0,4,353
JeemTV,50000,"4,3M",0,4.00579690933228,690
TTS Stimme sprechen Wecker,50000,"3,2M",0,4.2439022064209,492
Office Zombie,500000,,0,3.82971048355103,9155
35 Picture Stories for Kids,10000,"5,1M",0,4.23456811904907,81
Kids Math - Kindergarten,10000,18M,0,4.01052618026733,95
Thailand Navigation,10000,26M,0,3.61428570747375,210
Premium Calculator GIC 3.0,10000,"1,7M",0,4.23214292526245,280
Icons HD for launchers,1000,21M,1.58,4.22580623626709,31
Location Alarm,10000,"1,5M",0,4.09090900421143,286
Schwarz Casino,10000,"2,2M",0,4.34375,96
Freier Kartenmesser,10000,"1,7M",0,3.72676062583923,355
Fables and Fairy Tales,5000,"3,5M",0,4.32682943344116,205
?????? ???? by ????,10000,20M,0,4.27830171585083,212
Psikologi Anak dan Pendidikan,10000,"2,1M",0,4.11926603317261,109
MovesExplorer Light,10000,"6,6M",0,3.84946227073669,372
?????-????????????,10000,35M,0,4.42553186416626,188
Sudoku,10000,"2,2M",0,3.84677410125732,124
GeoCam Camera Pro,1000,13M,4.11,4.43362808227539,113
MoodTools - Depression Aid,5000,"4,5M",0,4.36666679382324,210
"Ich weiß,dass meine Tiere Free",10000,11M,0,4.436363697052,165
AndroGens (No ads),1000,509k,1.49,4.23170709609985,82
Tausende Sudoku,5000,"1,7M",0,3.95348834991455,43
Sudoku Pro Denkspiel,5000,801k,0,3.79999995231628,45
Chú ??i Bi,10000,"1,5M",0,4.59000015258789,200
Wear Time Circuit,500,"2,4M",0.74,4.50909090042114,55
Einmaleins Trainer  kostenlose,10000,"2,4M",0,3.75757575035095,33
Time Bomb (FREE),10000,"2,3M",0,3.4375,64
Curso de Técnicas de Venta,1000,"3,0M",0,3.68085098266602,47
9. S?n?f Edebiyat Konular?,5000,"1,1M",0,4.02020215988159,99
40 Durood Shareef,1000,10M,0,4.70833349227905,48
EZ-call : Cheap Calling,1000,"1,1M",0,3.66666674613953,24
Planos CNC,5000,"4,7M",0,2.41379308700562,87
ADD/ADHD Help,100,"9,5M",2.99,2.75,8
IFRS Standards Explained,5000,"5,2M",0,3.2173912525177,46
Job Search Australia,100,587k,0,4.33333349227905,3
Colombia Radio,10000,"2,7M",0,3.48936176300049,47
Spielautomaten magische Vision,1000,19M,0,3.90909099578857,22
Iran Navigation,1000,27M,0,3.43548393249512,62
Üniversite Duyuru Sistemi,100,"2,8M",0,4.83333349227905,18
D4QF 2.0,1000,"5,1M",0,3.53333330154419,30
Industrial Engineering Books,1000,"2,0M",0,3.75,12
Sudoku kostenlos,1000,793k,0,3.4375,16
Calculadora,1000,"1,1M",0,4.05882358551025,17
Formen-Lied für Kinder,1000,862k,0,3,3
Hörbuch - besser Tennis,10000,"1,7M",0,4.1904764175415,21
BIG icons HD for launchers,500,17M,1.94,2.81818175315857,11
WorkMobile Forms,10000,825k,0,4,46
Baby Dogs Puzzle,5000,"2,3M",0,4.06896543502808,58
??????????????????????????????,5000,"5,0M",0,4.16216230392456,37
Best Sudoku free,5000,184k,0,4.40909099578857,110
FRONTERA FESTIVAL,5000,"7,4M",0,4.59677410125732,62
VoiceTimeSignal Pro,500,"6,2M",1.21,4.36666679382324,30
Hillsong Best Songs,1000,11M,0,4.17307710647583,52
99.9 The Hawk,1000,10M,0,4.14285707473755,21
Z Crazy Math,10000,918k,0,4.1904764175415,42
Okul Öncesi E?itim: Toplama,1000,"1,5M",0,3.1875,16
QVprepLte Grad 9 Math Englisch,10000,12M,0,3.5,122
Fast Screen ON,10000,344k,0,3.97247695922852,218
Spielautomaten Himmel Saga,1000,22M,0,3.78378367424011,37
HD IMDB WALLPAPER TOP10,1000,"1,7M",0,3.90476179122925,42
BFM 89.9: The Business Station,1000,"7,7M",0,4.51428556442261,35
KB???? ???? ???,10000,"6,6M",0,1.92307686805725,78
Large Ruler Centimeter,10000,"1,3M",0,3.16891884803772,148
Cat Country 97.5,10000,10M,0,4.30158710479736,63
,5000,552M,0,4.58148145675659,270
Sing Sing Together All for TAB,500,26M,3.44,3,13
Vrai ou Faux ? - Drapeaux,1000,"2,5M",0,3.35999989509583,25
Rythmos 949,1000,"1,8M",0,3.51612901687622,31
99.9 the BUZZ,1000,10M,0,4.52941179275513,34
BTS ECONOMIE DROIT MANAGEMENT,1000,817k,0,4.17647075653076,17
Location Alarm Pro,100,"1,5M",0.99,4.25,28
Dial Natal,1000,"2,8M",0,4.51162767410278,43
Alien Invasion - Space Attack,10000,15M,0,3.98863625526428,88
Rádio Princesa FM 96.9,1000,"2,1M",0,4.13461542129517,104
Hörbuch - Kinderbetreuung,10000,"1,7M",0,2.84999990463257,20
Vss Mobile,1000,,0,3.73913049697876,23
,500,"4,0M",0,5,8
Global Talk Internet Calling,1000,"3,7M",0,4.20833349227905,24
India Navigation,10000,154M,0,3.74879217147827,207
NeRienLouper,10000,"5,7M",0,3.57692313194275,78
3D Kalten Racer,1000,15M,0,4.19354820251465,31
Word Pyramid,5000,"1,1M",0,3.95689654350281,116
,1000,"6,0M",0,4.79411745071411,68
??????,5000,"4,1M",0,3.93827152252197,81
????????,10000,938k,0,3.55789470672607,95
Spielautomaten - royal,5000,19M,0,3.89285707473755,84
Turkey Navigation,10000,68M,0,3.46666669845581,195
?? ???? (?? ????),10000,426k,0,4.20930242538452,86
Easy English Conversation P 2,5000,"1,6M",0,4.2857141494751,70
Gloc-9,10000,"4,2M",0,4.72268915176392,119
???+???+???+???????+??HUD????,10000,510k,0,4.02520990371704,119
Essentials 6th Flashcards,1000,1.020k,1.51,3.73076915740967,26
Schildkröte und Hase,50000,"4,0M",0,3.49635028839111,137
Psychologie: la sante mentale,10000,"3,9M",0,3.7745099067688,102
Covert OPS: Condor Full,1000,25M,1.51,3.96078419685364,51
Sudoku,5000,11M,0,4.05000019073486,160
Maths Differentiation Formulas,10000,"1,8M",0,3.67630052566528,173
Philippines Peso Exchange Rate,10000,280k,0,4.33152151107788,184
Panchatantra Vol1,10000,440k,0,4.23300981521606,103
Castle vs Monster,10000,23M,0,3.6046154499054,650
Music Player,10000,"1,4M",0,4.12142848968506,280
GS Mobil,10000,"1,0M",0,4.29251718521118,147
DOA ROSARI,1000,29M,0,4.77941179275513,68
106.9 The Light,10000,"10,0M",0,4.34272289276123,213
Escoba de 15 (Escoba al 15),10000,"9,4M",0,3.74412536621094,383
ABDEST DUALARI,1000,681k,0,4.79629611968994,54
EsCoBa,5000,"6,3M",0,4,55
HighSchoolOT.com,1000,"9,0M",0,4.56799983978272,125
101.9 THE MIX,10000,10M,0,3.36111116409302,144
2014 IndyCar Series Schedule,5000,900k,0,3.9732620716095,187
Geofence Tracker Tasker free,10000,"1,8M",0,3.82758617401123,116
Sing Sing Together Season 4,1000,35M,0.69,4.59999990463257,23
Feng Shui Compass (Lite),10000,"4,2M",0,3.59701490402222,67
Custom OnePhone Pro,100,"1,8M",0.7,4.6399998664856,25
BEST SUDOKU,10000,"2,4M",0,4.38000011444092,100
Bible Memory Challenge,10000,11M,0,3.96721315383911,122
Day con lam giau sach noi,1000,676k,0,4.62121200561523,66
????? - ???(Payat),10000,11M,0,4.35964918136597,114
Euchre Gold,10000,21M,0,3.72972965240479,518
????,10000,14M,0,3.51587295532227,126
Insta Digital Pic Frames,10000,"5,7M",0,4.04444456100464,135
Blatt Jigsaw Puzzles 3 in 1,10000,16M,0,4.15000009536743,320
BMI Rechner,50000,"1,5M",0,3.7563738822937,353
Wodehouse Novels,10000,"6,3M",0,4.12380933761597,105
Malaysia Navigation,10000,44M,0,3.79104471206665,201
Storm Team 9 WSYR Syracuse,10000,"5,2M",0,4.19594573974609,148
NewsChannel 9 WSYR Syracuse,50000,"5,0M",0,3.43313384056091,501
Lords of Blood - Vampir RPG,500000,22M,0,3.51233768463135,6160
Hero Zero Multiplayer RPG,500000,34M,0,4.25335121154785,58788
2048 RPG,50000,"1,5M",0,3.17820262908936,2615
Capelord RPG,100000,45M,0,3.90789484977722,912
Demon Hunter Final Fight RPG,10000,"8,4M",0,3.78326177597046,932
SFTPplugin für Total Commander,50000,"1,0M",0,4.49608039855957,893
Sacracy RPG,50000,22M,0,3.66446280479431,605
Templar Assault RPG,100000,15M,0,4.38054800033569,2591
Shooting Pang (RPG),50000,45M,0,4.27140140533447,8434
,100000,"7,6M",0,4.26466655731201,4500
"Search, Know, Buy Medicines",500000,,0,4.22634744644165,24754
Drugs Dictionary,500000,"4,0M",0,3.87892365455627,4683
Legend of Roland: Action RPG,100000,128M,0,4.13012742996216,13725
Kentucky Basketball Fanz,10000,13M,0,4.26923084259033,182
Raspberry Pi OMXControl,5000,"1,2M",0,3.82926821708679,41
Drogaria Onofre,50000,"3,8M",0,3.79180884361267,586
Würfel RPG,10000,12M,0,3.76587295532227,504
Lista Leków Refundowanych,10000,821k,0,4.65124130249023,886
Med Helper Pro Pill Reminder,1000,,3.06,4.70921993255615,282
Bd Drug Directory,10000,"1,6M",0,4.49962043762207,1317
NCLEX Questions,50000,"6,8M",0,4.41940784454346,608
?????????????????? ?????? ??,500,"1,3M",0,4.3125,16
,100000,"1,9M",0,3.49466180801392,562
Quest Craft RPG,100000,27M,0,3.79172873497009,3361
apotheke spiele,100000,"4,1M",0,3.3037383556366,642
?????????? ?? ??,1000,"1,0M",0,3.66666674613953,18
?????? ??,5000,326k,0,4.01886796951294,53
???????.??,10000,"2,8M",0,4.06766939163208,133
Med Helper Pill Reminder,100000,"3,6M",0,4.32303237915039,2428
The MagPi Magazine,5000,872k,0,4.2470588684082,255
Pianobar (Pandora) Remote,10000,773k,0,4.15286636352539,157
Droid MPD Client,10000,277k,0,4.18941974639893,587
???????????? ?????????? ??,1000,"1,1M",0,2.91666674613953,72
Mannings,50000,13M,0,3.34782600402832,345
Motywator,10000,"2,9M",0,3.94356656074524,443
"Smoke Free, stop smoking help",1000,19M,0,4.43939399719238,66
iGeneric Free,10000,"2,0M",0,4.1860466003418,86
Embarrassing Bodies:Angry Boil,50000,51M,0,2.69323444366455,1079
Nahdi,1000,"6,1M",0,4.27624320983887,181
Ukrainian dict (??????????),10000,138k,0,4.34591197967529,159
MyDawaai (My Dawaai),10000,"3,7M",0,3.89308166503906,795
Disease dictionary,10000,23M,0,4.125,240
MIMS,1000,30M,10.76,3.94545459747314,110
Network Scan,1000,603k,0,4.17283964157105,81
Cam Buddy,10000,65k,0,3.88524580001831,61
Squeeze Controller,5000,"2,9M",0,3.64935064315796,77
Ma Pharmacie Mobile,10000,"3,7M",0,3.45217394828796,115
OnAir Player,10000,,0,3.84662580490112,163
